,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
192607,2842.2,1962.85,4888.23,4314.09,1615.5,1751.8,1606.79,178.64,1705.62,5793.09
192608,2880,2258.85,5101.59,4257.99,1661.4,1766.35,1604.33,180.6,1823.01,5901.87
192609,2986.2,2328.78,5227.32,4313.5,1700.82,1804.8,1589.16,187.11,1785.21,6138.3
192610,2998.8,2432.75,5256.53,4147,1680.84,1820.8,1589.57,188.09,1814.61,6128.31
192611,2954.7,2226.66,5050.79,4109.5,1602.9,1818.7,1549.39,185.78,1762.32,5937.39
192612,3094.53,2174.12,5238.75,4084.5,1674.36,1848.25,1640.82,194.67,1820.7,6023.6
192701,3095.42,2382.06,5380.99,4174.31,1660.5,1857.6,1647.79,193.34,1808.52,6175.4
192702,3062.4,2354.31,5360.67,4219.39,1640.52,1892.6,1601.46,201.95,1772.61,6248.97
192703,3154.62,2543.01,5655.31,4261.04,1709.46,1967.75,1651.48,204.12,1845.9,6541.09
192704,3213.78,2577.42,5699.76,3983.21,1720.44,2001.84,1642.05,205.8,1844.64,6584.76
192705,3316.44,2652.9,5726.43,3768.1,1813.32,1959.2,1704.78,210.21,1871.73,6632.28
192706,3577.44,2773.89,6003.9,3930.29,1940.76,2024.72,1742.91,217.56,2037,7028.64
192707,3824.94,2893.47,5900.46,4684.9,1775.17,2107.8,1805.04,231.35,2311.04,7201.2
192708,4002.32,3264.56,6594.56,4811.95,1991.01,2186.55,1978,252.84,2426.04,7611.6
192709,4103.26,3469.67,6758.4,4781.15,2099.12,2195.85,2115.08,252.14,2500.79,7504.8
192710,4291.42,3658.87,7047.68,4921.95,2111.66,2310.2,2270.56,265.93,2699.28,7808.4
192711,4035.2,3493.32,6559.56,4808.1,1947.42,2261.85,2153.26,277.34,2575.08,7498.8
192712,4300.01,3647.26,7231.14,4987.95,2152.08,2325.75,2396.14,286.02,2729.41,7809.6
192801,4350.72,3922.46,7417.62,4983,2164.86,2327.75,2376.36,283.85,2782.54,7909.2
192802,4368.96,3785.72,7358.4,4882.9,2155.68,2334.6,2350.6,290.22,2937.79,7810.8
192803,4174.08,3806.79,7178.75,4846.05,2140.2,2327.6,2315.18,206.1,2889.92,7627.2
192804,4328.64,4846.1,7727.5,5089.7,2543.22,2344.2,2507,226.5,3073.4,8054.4
192805,4302.72,4911.03,7826.25,5854.2,2599.38,2368,2496.88,231.36,3400.54,8376
192806,4331.52,5129.04,8080,5518.15,2653.56,2524.6,2588.4,251.16,3443,8352
192807,4496.1,5062.05,8366.41,5389.44,2677.48,2577.04,2687.7,373.68,3553.27,8358
192808,4565.4,5094.76,8513.75,5439.84,2694.39,2544.12,2828.97,382.08,3498.07,8307.6
192809,4830,5529.48,9210.14,5544,2951.46,2659.96,3203.31,435,3712.2,8665.2
192810,4861.5,5955.4,9565.98,5825.12,2955.83,2630.96,3204.84,429.06,3846.06,8615.6
192811,4897.2,5952.76,9962.13,5937.68,3009.03,2708.92,3388.95,428.76,3763.03,8560.86
192812,5179.2,6149,11206.18,6921.6,3591.95,2889.8,3896.91,447.66,4577.46,9381.96
192901,5094.38,6055.26,11503.64,6609.68,3824.7,2845.96,3841.83,433.65,4640.02,9352.68
192902,5257.12,6127.5,12747.69,6098.96,4224.65,3226.56,3687.3,448,5240.09,9854.18
192903,5095.41,6088.37,13156.35,6066.48,4079.7,3189.32,3587.85,445.4,5125.09,9827.04
192904,4833.79,5964.53,12853.33,6697.6,4247.46,3293.32,3399.15,437.6,4953.05,9570.98
192905,4891.92,5898.74,13129.94,6740.16,4323.06,3404.88,3515.43,443.55,5105.76,9601.66
192906,4652.06,4956.18,11784.42,6334.16,4331.52,3106.36,3206.37,405.95,5339.62,9531.99
192907,5821.84,5707,15901.21,6748.43,5389.6,3456.48,4063.82,513.72,8116.93,11738.91
192908,5996.3,5526,16453.92,6749.65,5887.4,3929.28,4095.54,526.44,8847.41,12486.92
192909,6264.7,5655.5,17954.16,7485.31,6619.8,4360.8,4404.2,539.64,9613.77,13214.5
192910,5976.19,5171.5,16618.56,7242,6105.2,4268.04,4161.42,499.8,9372.88,12311.76
192911,5326.42,3665,13315.68,6501.6,4404,3611.24,3154.92,409.08,6548.74,10821.81
192912,4857.6,2981,11360.16,6052.8,3550.6,3269.28,2743.17,373.62,5569.96,9717.76
193001,4856.4,3113.5,11472.72,5948.97,3910.4,3269.12,2574.81,375.24,5994.56,9584.69
193002,5087.25,3291.82,12222,5891.74,4325.4,3308.16,2688.88,384.06,6418.5,10017.76
193003,5178.88,3335.92,12441.5,5594.97,4654,3541.76,2540.04,358.2,6942.76,10317.48
193004,5255.72,3700.48,13197,6578.36,5008.4,3819.96,2471.72,377.7,7610.9,10718.82
193005,5271.06,3405.5,12117.6,6989,5107.2,3647.2,2523.57,372.7,7853.56,10014.48
193006,5296.59,3510.24,11865.4,6696.68,4877,3661.92,2513.81,326.32,7723.54,9875
193007,5298.93,2769.78,11589.48,5931.27,4269.51,3666.76,2422,307.65,7388.75,9418.86
193008,5451.03,3101.03,12097.12,6112.62,4443.39,3713.44,2481.5,327.5,7670.27,9709.96
193009,5534.1,3003.51,12048.12,5881.83,4534.92,3774.68,2591.4,349.8,7734.9,9627.6
193010,5002.92,2491.53,10348.65,4929.68,3683.61,3539,2300.9,317.65,6799.03,8562.6
193011,4742.01,2198.04,9280.05,4502.4,3044.25,3393.24,2097.2,303.55,6224.49,7810
193012,4732.65,2279.16,9215.7,4310.88,2938.68,3282.12,2143.4,290.8,5654.55,7381.16
193101,4479.93,2244.32,8386.62,3767.12,2598.48,3117.24,1847.3,269.35,5429.61,6656.61
193102,4706.91,2420.6,8641.92,3958.08,2732.4,3266.48,1973.3,291.3,5718.95,7422.24
193103,5001.92,2804.88,9711.36,4156.32,3342.06,3460.68,2256.1,311.1,6566.73,7754.6
193104,4882.44,2693.6,9012.48,3552.08,3057.6,3296.6,2174.2,315,6360.19,6984.6
193105,4612.16,2477.58,7706.88,3066.56,2656.42,3156.44,2057.3,303.4,5772.54,6279
193106,4084.36,2043.06,6418.56,2653.28,2311.92,2874.16,1985.9,269.3,5104.62,5148.56
193107,4673.13,2342.43,7660.2,3421.14,2724.02,3584.24,2161.44,360.78,5799.45,6501.6
193108,4481.54,2289.9,6846.24,3292.89,2438.54,3409.52,2122.56,369.96,5475.15,5822.71
193109,4436.32,2190.96,6807.48,3570.48,2527.72,3437.32,2177.28,367.68,4873.66,5579.46
193110,3305.18,1424.94,4733.96,2498.31,1659.32,2650.56,1511.28,257.4,3248.74,4055.82
193111,3521.12,1607.01,5005.98,2844.87,1835.34,2765.6,1716.48,286.2,3578.96,4113.78
193112,3352.38,1515.5,4566.72,2567.85,1574.3,2576,1524.96,274.5,3387.78,3283.89
193201,2998.38,1380,3833.07,2075.37,1340.56,2326.28,1285.92,261.3,2925.12,2707.12
193202,3049.12,1282.5,3794.88,1972.77,1185.86,2232.24,1290.96,254.16,2845.7,2881.11
193203,3175.38,1287,3998,2116.98,1259.18,2491.92,1335.51,255.66,3020.38,2861.93
193204,2952.2,999.5,3408,2088.24,1064.18,2200.6,1204.87,237.36,2717.22,2328.83
193205,2580.6,700.5,2610,1756.7,806.26,1927.8,1004.65,190.2,2290.2,1807.47
193206,2017.05,559,2117.36,1631.3,574.6,1719.48,707.94,121.68,1655.28,1253.67
193207,1996.71,508.98,2068.57,1689.66,607.75,1560.84,699.66,133.2,1680.14,1195.92
193208,2481.92,737,2917.11,2282.04,876.25,1821.4,886.65,171.9,2168.76,1861.2
193209,3031.41,1059.5,4260.97,2693.99,1275,2334.48,1171.62,229.86,3091.66,2948.88
193210,2975.91,1148,4147.29,2416.27,1197.25,2295.04,1201.29,201.36,2936.34,2811.6
193211,2627.9,863,3475.36,2323.52,969.25,2108.44,1047.42,163.8,2614.26,2304.72
193212,2426.76,828.5,3106.76,2193.14,888.75,2084.88,979.8,169.14,2500.3,2137.92
193301,2488.32,864,3197.66,2190.49,930.25,2116.28,1023.27,179.7,2717,2225.69
193302,2596.32,867.5,3292.6,2122.65,938.25,2122.68,996.88,177.42,2593.8,2414.33
193303,2345.76,643.86,2711.49,1809.95,749.25,1957.72,809.2,155.4,2059.2,2005.61
193304,2560.68,702.66,3002.94,1886.27,790.75,1798.48,873.8,149.52,1785.96,2068.49
193305,3431.16,1263.71,4706.35,2620.32,1212.5,2036.28,1238.28,204.9,2234.76,2702.53
193306,3853.44,1581.55,5874.66,3065.4,1452.5,2390,1448.04,250.26,2647.7,3548.79
193307,4244.46,1912.43,6737.52,3450.6,1617.03,2596.68,1667.16,277.56,3009.6,4057.94
193308,3958.88,1776.6,5957.64,3033.18,1437.48,2483.32,1441.44,224.34,2594.55,3786.68
193309,4336.02,2132.39,6922.44,3607.2,1622.97,2595.76,1537.8,220.68,2544.36,4335.68
193310,3981.77,1805.27,6212.91,3507.3,1338.39,2458.52,1397.88,216.96,2033.64,3609.44
193311,3611.17,1622.91,5694.33,3335.58,1207.71,2281.88,1287,203.76,1877.82,3217.76
193312,3786.66,2010.19,6399.84,3797.28,1361.36,2410.44,1465.86,219.96,1811.04,3379.6
193401,3628.61,2219.34,6683.25,3745.44,1375.4,2275.36,1527.24,193.44,1826.58,3523.5
193402,3981.77,2510.74,7408.86,4069.44,1596.4,2411.08,1787.28,225.78,2198.07,4171.5
193403,3767.04,2446.35,7165.65,3916.62,1495.26,2462.24,1833.48,214.68,2139.48,4072.95
193404,3777.94,2438.36,7065.15,3853.98,1535.04,2448.88,1872.42,212.64,2096.22,4097.25
193405,3889.12,2270.1,6848,3773.6,1499.42,2418.16,1842.06,229.5,2014.53,4025.7
193406,3759.41,1965.54,6144,3579.62,1399.58,2314.08,1695.54,225.72,1840.44,3723.3
193407,3901.65,1891.28,6404,3616.92,1456.38,2299.88,1767.32,228.6,1911.63,3915.57
193408,3696.3,1628.08,5648,3263.22,1283.31,2199.88,1618.4,224.19,1579.2,3220.44
193409,3833.94,1771.43,6050,3445.2,1367.28,2256.16,1687.08,214.65,1592.85,3352.98
193410,3818.4,1782.71,5970,3357.18,1354.32,2257.12,1724.48,215.73,1613.85,3323.62
193411,3831.72,1743.7,5926.14,3197.88,1341.63,2219.04,1751.68,214.02,1488.27,3246.9
193412,4143.63,2038.39,6652.8,3398.22,1520.64,2180.56,1911.48,220.14,1465.8,3420.89
193501,4068.15,2109.36,6783.48,3417.12,1565.19,2123.04,1879.52,220.77,1333.08,3395.92
193502,4001.55,1916.55,6601.32,3264.84,1578.42,2113.2,1779.56,218.79,1288.14,3159.28
193503,4045.95,1842.75,6470.64,3131.46,1581.39,2135.12,1760.52,225.45,1116.99,2993.36
193504,3832.83,1733.6,6145.92,3009.42,1507.14,2074.96,1674.16,217.62,1249.08,2817.92
193505,4043.73,1830.84,6678.54,3472.74,1651.78,2264.36,1780.92,224.46,1385.79,3061.8
193506,4071.48,1871.76,6787.44,3575.34,1694.68,2454.12,1818.32,212.76,1562.4,3169.8
193507,4288.06,2062.18,7138,3976.02,1828.84,2540.76,1936.14,220.77,1702.05,3477.6
193508,4414.5,2453.64,7888.36,3978.18,2003.04,2686.52,2079.66,227.7,1856.82,3720.48
193509,4331.88,2639.48,8121.19,3889.08,2066.48,2795.88,2136.24,225.72,1976.73,3749.52
193510,4375.08,2931.12,8445.56,3751.92,2214.94,2870.88,2117.61,227.7,1930.74,3754.96
193511,4563,3327.64,8923.16,4253.04,2406.3,2960.04,2141.76,241.11,2199.12,3842
193512,4598.64,3397.56,9297.28,4342.82,2544.62,3247.84,2190.06,242.73,2203.74,4332.96
193601,4664.52,3590.76,9611.7,4947.55,2620.54,3195.92,2156.25,247.86,2320.71,4500.24
193602,4806,3726.92,10131.09,5637.32,2790.84,3329,2094.15,256.32,2609.25,5022.48
193603,4816.07,3839.62,10674.36,5692.44,2796.82,3547.72,2103.24,262.53,2424.03,5148.96
193604,4689.81,4228.32,10907.82,5786.56,2782,3386.24,2118.88,271.26,2433.69,4981.68
193605,4471.53,3797.76,9913.86,5183.88,2539.42,3192,2004.64,246.15,2225.58,4609.04
193606,4679.11,3891.6,10495.98,5120.44,2670.98,3398.2,2127.25,255.33,2425.29,4938.16
193607,5094.39,4247.81,10921.36,5232.06,2724.57,3436.04,2310.7,460.6,2518.11,5087.86
193608,5233.62,4453.61,11736.9,5475.06,3049.11,3520,2450.7,481.9,2807.7,5562.45
193609,5259.8,4368.35,11898.6,5412.42,3120.12,3581.92,2499.7,472.1,2762.13,5652.69
193610,5193.16,4506.04,12101.1,5354.59,3066.66,3548.2,2562,473.4,2699.76,5685.4
193611,5357.38,4730.95,13016.52,6011.26,3235.68,3728.6,2846.2,491.1,2849.49,6140.4
193612,5548.97,4570.23,13637.25,5916.56,3386.34,3872.84,3133.2,504.5,2747.22,6127.8
193701,5421.64,4203.36,13833.71,6457.36,3461.67,3810.92,2826.6,485.3,2692.62,5981.42
193702,5539.45,4508.16,14448.17,6607.64,3759.75,3778.64,2818.9,502.1,2759.4,6026.63
193703,5565.63,4466.4,14807.65,6660.09,3705.75,3662.88,2890.3,480.7,2627.52,6302
193704,5479.95,4276.32,14941.26,6884.49,3519.99,3540.04,2802.1,454,2454.48,6451.33
193705,5118.19,3936.96,13550.22,6514.74,3250.53,3354.24,2590,438.8,2265.69,6007.45
193706,5074.16,3806.4,13635.09,6443.34,3272.67,3405.56,2464,441.9,2130.24,5789.62
193707,4924.04,3449.68,13971.32,6416.71,3222.9,3410.36,2558.92,459,2023.78,5460.48
193708,5163.36,3903.64,15234.66,6942.47,3529.2,3521.92,2818.66,477.84,2411.42,5921.28
193709,5013.32,3755.44,14506.94,6456.84,3355.2,3432.48,2683.98,480.36,2150.06,5412.96
193710,4522.28,3272.88,11910.2,5596.24,2860.2,3314.88,2296.22,425.88,1890.02,4528.8
193711,4193.68,2848.56,10233.28,5200.52,2650.2,3137.28,2130.46,410.52,1790.8,4063.68
193712,3908.48,2332.2,9168.82,4518.8,2490.6,3024.64,1807.08,385.56,1825.56,3731.04
193801,3782,1942.72,8870.5,4441.84,2419.8,2932.4,1662.04,372.96,1617.88,3424.32
193802,3879.96,2157.48,8748.46,4459,2359.2,2860.96,1753.06,385.8,1521.52,3430.08
193803,3991.56,2220.4,9482.96,4857.32,2457.9,2794.48,1906.24,416.4,1562,3588.48
193804,3341.8,1612.52,7015.04,3625.96,1759.8,2262.36,1475.56,353.52,1248.28,2493.92
193805,3736.12,1851.72,7976.25,4197.44,2054.1,2567.16,1705.28,395.16,1429.78,2854.2
193806,3708.84,1710.8,7409.25,3912.48,1990.8,2588.48,1630.82,399.24,1446.94,2730.66
193807,4188.24,2382.35,9920.82,4794.12,2529.3,2895.85,2031.3,436.56,1914.52,3460.38
193808,4450,2856.17,10572.8,5140.8,2675.4,2932.85,2211.9,461.64,1921.65,3798.92
193809,4251.25,3015.17,10350.96,4667.22,2641.8,2940.75,2144.01,460.68,1800.44,3645.62
193810,4252.5,3034.78,10499.64,4698.54,2671.2,2920.85,2140.36,457.92,1815.16,3580.05
193811,4460,3231.41,11594.68,4620.24,2940,3024.7,2308.99,483.48,2191.21,3970.08
193812,4326.25,3154.03,11379.92,4585.03,2806.8,3043.9,2273.76,487.8,2020.55,3871.86
193901,4412.5,3216.04,11986.44,4793.32,2878.8,3076.35,2286,489.36,2094.38,4077.72
193902,4316.25,2947.86,10856,4486.45,2662.2,3131.95,2210.4,484.44,2111.63,3718.17
193903,4405,3117.46,11155.72,4412.25,2733.6,3241.95,2333.52,499.92,2282.06,3883.14
193904,4132.5,2566.26,9392.8,4038.07,2309.4,3125.15,2102.4,475.56,1963.51,3280.2
193905,4144.08,2584.81,9255.92,3989.84,2245.8,3211.1,2090.88,480.12,2016.18,3218.6
193906,4351.16,2747.52,9930.88,4064.04,2429.7,3389.2,2321.28,503.76,2134.63,3466.66
193907,4247,2527.04,9340.12,3730.48,2254.2,3226.08,2260.81,509.76,2056.89,3136.74
193908,4497.48,2970.65,10530.34,3835,2570.1,3436.02,2453.53,525.24,2311.5,3453.04
193909,4147.8,2724.2,9781.8,3665.48,2357.4,3291.36,2257.89,494.04,2157.4,3098.08
193910,4325.12,3368.15,12395.04,4594.72,2630.7,3323.94,2287.82,526.32,2227.32,3870.3
193911,4452.84,3319.92,12064.22,4408.56,2607,3425.46,2417.03,527.16,2267.11,3805.56
193912,4393.32,3167.28,11235.98,4098.64,2514.6,3457.86,2336,531,2218.12,3579.84
194001,4507.4,3276.46,11621.54,4082.55,2591.7,3511.08,2385.64,547.08,2271.02,3615.48
194002,4571.88,3150.85,11069.38,3988.2,2482.8,3506.88,2357.17,537,2261.36,3513.84
194003,4592.96,3176.82,11321.66,4001.46,2464.8,3542.7,2400.24,542.4,2218.35,3529.68
194004,4650,3294.48,11466.84,4068.27,2521.5,3538.5,2465.21,549.96,2249.4,3603.6
194005,4717.05,3276,11528.72,4069.8,2482.8,3550.08,2452.8,548.04,2208.92,3574.56
194006,3710.91,2372.76,8913.1,3030.93,1963.8,3047.52,1843.25,428.52,1753.29,2694.12
194007,3918.75,2590.5,9368.71,3159.45,2000.4,3267.9,2010.58,460.72,2103.12,2982.18
194008,3902.28,2743.4,9758.97,3252.27,2099.4,3332.22,2094.94,458.12,2096.64,3075.65
194009,3937,2895.75,9934.34,3273.18,2163,3319.44,2140.08,444.86,2059.92,3148.2
194010,4015.12,2983.2,10314.72,3192.6,2236.5,3329.1,2202.98,462.54,2005.68,3205.28
194011,3943.2,3099.8,10712.39,3388.44,2289,3382.68,2201.5,448.5,2072.88,3371.44
194012,3864.66,3025.62,10450.57,3378.5,2196.6,3401.04,2130.46,437.32,1786.8,3325.88
194101,3859.74,2916.54,10492.56,3441,2178.3,3425.04,2121.58,433.29,1808.88,3292.38
194102,3826.53,2647.08,9734.27,3363.85,2121.6,3353.1,2040.18,423.54,1758.48,3232.08
194103,3708.45,2640.6,9474.92,3320.73,2110.8,3277.44,1971.36,400.66,1726.8,3206.62
194104,3709.68,2591.46,9507.03,3437.35,2099.7,3290.22,1986.16,404.95,1657.68,3240.12
194105,3542.4,2317.14,8946.34,3481.45,1913.4,3081.18,1874.42,383.63,1491.12,3095.4
194106,3472.29,2275.02,9195.81,3629.92,1900.8,3092.88,1905.5,374.79,1413.84,3051.02
194107,3676.6,2366.82,9837.42,3851.5,2093.12,3207.47,2018.25,396.63,1539.81,3138.12
194108,3865.08,2459.16,10518.14,4266.5,2127.53,3194.87,2109.75,428.22,1612.71,3361.98
194109,3877.48,2464.56,10368.28,4094.5,2139.62,3227.98,2145,425.75,1567.35,3353.76
194110,3927.08,2561.76,10030.46,4060,2103.97,3190.46,2145,424.06,1512.27,3244.16
194111,3634.44,2355.48,9349.74,4143,1889.76,3103.66,2030.25,406.12,1357.56,3098.08
194112,3486.88,2211.3,9108.44,4190,1833.65,2976.47,1915.5,391.43,1257.12,3004.24
194201,3320.72,1941.3,9077.96,3711.5,1814.43,2674.98,1708.5,383.76,1152.9,2798.88
194202,3391.4,2062.26,8867.14,3648,1830.86,2638.44,1714.5,370.11,1190.97,3060
194203,3186.8,2139.61,8587.74,3411.5,1781.88,2622.76,1668,347.23,1152.09,2990.64
194204,2901.6,2166.11,8069.58,3124,1651.06,2395.12,1538.25,327.21,1002.24,2695.52
194205,2767.68,2070.71,7686.04,3008,1589.68,2219.7,1442.25,310.83,959.85,2631.6
194206,2994.6,2249.32,7757.16,3169.5,1710.89,2390.5,1601.25,353.86,1032.48,2709.12
194207,3123.56,2297.9,8098.93,3291.5,1823.04,2316.02,1618.38,384.58,1043.82,2731.02
194208,3185.56,2343,8306.13,3481.5,1855.04,2419.76,1696.08,388.92,1031.94,2898
194209,3195.48,2371.05,8350.16,3583,1863.68,2479.33,1710.88,395.92,1033.29,2951.82
194210,3175.64,2428.25,8588.44,3660.5,1942.4,2484.3,1706.01,396.2,1083.51,3029.1
194211,3305.84,2569.05,9145.29,4009.5,2062.72,2638.09,1714.04,410.9,1240.11,3291.3
194212,3369.08,2534.95,8826.72,3990.56,2100.16,2705.92,1806.02,414.96,1215.54,3168.48
194301,3501.76,2735.15,9220.4,4273.78,2204.16,2670.08,1839.6,449.82,1258.2,3258.18
194302,3810.52,2878.15,9842.7,4544.26,2419.2,2771.02,1963.7,459.2,1436.13,3478.98
194303,3929.56,3069,10290.28,4880.89,2496.32,3014.55,2010.42,473.76,1541.7,3792.24
194304,4083.32,3217.5,10865.96,5199.36,2664.96,2987.53,2173.94,494.06,1603.8,4148.28
194305,4110.6,3234,10693.77,5245.92,2695.04,3111.71,2208.25,499.24,1661.31,4235.22
194306,4363.56,3418.8,11205.2,5501.28,2857.28,3253.39,2363.74,522.62,1728.54,4451.13
194307,4451.25,3593.52,11254.03,5587.96,2934.03,3294.76,2488.57,526.82,1791.72,4403.18
194308,4355,3244.08,10472.75,5419.89,2716.89,3288.81,2407.54,507.78,1775.79,4163.43
194309,4380,3330.32,10477.89,5450.76,2724.15,3318.28,2483.46,506.94,1802.52,4208.64
194310,4455,3381.84,10711.76,5515.2,2848.56,3319.26,2525.8,526.12,1858.68,4275.77
194311,4430,3343.2,10606.39,5397.95,2750.22,3343.41,2462.29,526.96,1865.16,4223.71
194312,4196.25,3134.88,9822.54,4962.73,2565.09,3283.28,2327.24,503.72,1702.89,3828.6
194401,4430,3378.48,10326.26,5295.98,2748.57,3339.84,2472.51,521.78,1819.53,4053.84
194402,4590,3412.08,10513.87,5324.96,2765.73,3368.4,2487.84,521.5,1806.3,4224
194403,4546.25,3498.32,10413.64,5305.18,2699.73,3397.45,2499.52,505.26,1827.63,4297.92
194404,4655,3660.16,10606.39,5396.72,2784.87,3376.17,2546.24,516.6,1849.5,4386.36
194405,4550,3615.92,10375.09,5318.52,2730.75,3356.92,2513.39,502.6,1824.42,4276.8
194406,4771.25,3862.88,10889.09,5527.82,2821.5,3451.42,2630.92,528.64,1854.58,4433.88
194407,5082.54,4233.04,11734.65,5970.72,3064.32,3541.65,2794.24,580.65,2024.7,4706.1
194408,5049.52,4024.16,11491.68,5887.68,3007.44,3528.49,2789.06,571.65,2021.4,4658.85
194409,5160.01,4146.24,11662.56,5737.92,3060,3551.31,2857.95,573.15,2083.2,4661.55
194410,5126.94,4166.96,11689.26,5652,3023.64,3514.07,2899.56,574.65,2045.1,4643.1
194411,5110.56,4052.16,11638.53,5751.84,3047.76,3540.25,2909.78,578.7,2061.3,4668.56
194412,5142.06,4099.2,11627.85,5808,3084.84,3563.35,2965.99,577.8,2043.6,4807.95
194501,5227.74,4250.4,12047.04,6091.2,3205.44,3542.07,3012.71,586.65,2097.9,5172.37
194502,5347.44,4308.15,12375.45,6385.92,3226.32,3467.17,3011.25,588.3,2208.9,5193.65
194503,5538.96,4597.45,13171.11,6827.52,3432.6,3565.17,3131.7,610.5,2337.3,5583.34
194504,5351.22,4314.75,12495.6,6455.52,3282.48,3514.28,3079.14,598.2,2251.8,5363.89
194505,5716.62,4794.9,13534.23,6895.2,3546,3602.55,3293.03,634.35,2469,5833.38
194506,5827.5,4793.8,13560.93,6779.52,3602.52,3737.37,3486.48,657.6,2502.9,5961.06
194507,5938.23,4784.08,13865.67,6743.87,3552.51,3896.13,3560.53,686.88,2692.66,6346.62
194508,5837.36,4736.48,13439.79,6513.57,3490.89,3981.11,3553.42,673.92,2676.54,5987.82
194509,6268.35,5143.6,14548.17,6625.29,3823.56,4049.64,3828.34,732.8,2691.42,6120.3
194510,6641.7,5279.68,15405.39,6745.34,3934.71,4077.85,4032.95,779.36,2861.61,6472.2
194511,7075.9,5289.76,15738.45,7146.72,3964.35,4173.89,4269.16,828.64,3027.15,6833.56
194512,7300.8,5386.08,16380,7657.44,4061.85,4313.61,4536.97,895.04,3157.97,7391.15
194601,7373.6,5517.12,16551.2,7623.84,4141.02,4285.96,4677.59,907.52,3120.15,7369.23
194602,7683.24,5885.04,17862.24,7611.36,4407,4367.79,5182.4,976.16,3450.3,7900.79
194603,7289.79,5320,16700.8,7225.92,4075.89,4243.75,4945.4,930.72,3242.6,7398
194604,7733.55,5368.16,17609.28,8016,4144.14,4245.64,5497.61,1064.8,3433.87,7699.4
194605,7987.68,5443.76,18354.56,8713.44,4212.78,4313.26,5879.18,1219.2,3572.44,7826.81
194606,8228.91,5672.7,19195.04,8968.8,4422.6,4434.22,5972.4,1283.04,3665.13,8058.34
194607,8350.38,5348.31,19440,8839.5,4304.59,4554.06,5387.8,1297.44,3835.08,8197.66
194608,8266.2,5094.09,18786.24,8820,4160.27,4550.49,5211.18,1253.16,3687.48,7773.08
194609,7803.9,4538.34,17435.52,8287,3866.3,4231.15,4938.18,1206.9,3476.16,7222.12
194610,6946.92,3859.47,15575.04,7607,3468.19,3981.18,4559.94,1119.6,3156.84,6152.86
194611,6948.3,3731.22,15255.36,7546,3355.2,3776.92,4449.06,1114.2,3187.8,6117.36
194612,6814.44,3657.69,15382.08,7522.5,3275.2,3843,4181.87,1123.74,3197.52,6079.02
194701,7025.58,3876,16306.56,7815,3400.4,3938.13,4310.46,1200.78,3384.36,6195.46
194702,7017.3,4297.8,16433.28,7757.5,3582,3978.8,4326.63,1134.54,3370.32,6211.08
194703,6964.86,4320.6,16220.16,7509,3500,3896.41,4282.74,1082.34,3325.32,6104.58
194704,6779.94,4199.19,15912,7672,3399.2,3763.9,4171.86,1065.42,3224.52,5864.6
194705,6301.08,4027.62,14973.12,7626,3219.2,3755.64,3827.67,971.46,3087.72,5492.56
194706,6240.36,3895.95,14558.4,7725,3202,3713.57,3794.56,940.5,2995.2,5331.21
194707,6762,4152.22,15657.84,8387.97,3340.24,3639.37,4323.48,1003.86,3619.94,5450.18
194708,7053.06,4366.82,16234.02,8696.01,3548.79,3668.77,4512.48,1027.26,3693.26,5768.46
194709,6919.29,4287.94,15966.72,8451.72,3391.84,3681.16,4326.84,983.16,3687.15,5558.22
194710,6910.47,4289.68,15999.39,8208.45,3405.6,3663.1,4188.24,954.54,3611,5473.54
194711,6978.09,4413.22,16492.41,8628.18,3461.93,3670.87,4306.68,963.72,3598.12,5517.34
194712,6803.16,4242.7,16118.19,8463.96,3428.39,3575.46,4157.16,928.44,3306.02,5350.9
194801,6801.69,4321.58,16400.34,9211.62,3477.84,3541.65,4137,953.28,3330.86,5505.66
194802,6590.01,4090.16,15714.27,8517.51,3284.34,3545.36,3990,871.56,3310.16,5445.8
194803,6151.95,3821.04,14763.87,8213.55,3146.31,3506.86,3808.56,836.1,3180.9,5197.6
194804,6441.54,4087.84,16118.19,9006.6,3472.25,3523.59,4044.6,885.96,3372.26,5669.18
194805,6503.28,4134.24,16501.32,9977.64,3449.03,3617.04,4236.12,902.7,3409.98,5848.76
194806,6797.28,4681.76,17689.32,10526.91,3880.75,3706.08,4580.52,959.22,3590.3,6202.08
194807,6818.72,4831.47,17806,11245.01,3735.6,3794.77,4513.5,935.82,3909.36,6310.92
194808,6678.88,4619.16,16894.21,10426.69,3487.44,3732.05,4155.65,893.88,3728.92,5989.06
194809,6639.36,4606.56,16805.52,10142.08,3585.12,3733.38,4235.55,872.28,3716.96,6050.66
194810,6336.88,4416.3,16263.9,9669.85,3443.88,3671.01,4177.75,842.22,3666,5805.8
194811,6534.48,4765.32,17328.78,10516.26,3677.08,3711.61,4340.95,883.62,3796,6072.22
194812,6073.92,4091.85,15327.54,9153.63,3323.32,3634.26,4029.85,824.4,3433.56,5379.22
194901,6073.92,4208.4,15811.02,9530.46,3490.08,3619.91,4058.75,857.16,3508.44,5465.46
194902,6265.44,4310.46,15838.56,9152.04,3441.68,3574.2,4094.45,894.06,3659.76,5470.08
194903,6104.32,4076.73,15150.06,8704.72,3289.44,3563,3966.95,880.92,3669.64,5263.72
194904,6259.36,4203.99,15615.18,9201.33,3452.68,3557.68,4123.35,925.92,3783.52,5463.92
